CountryCode,question_label,target_group,residence,answer,percentage
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,23
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,17
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,30
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,30
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,30
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,27
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,17
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,26
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,34
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,42
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,19
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,4
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,70
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,18
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,4
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,7
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,34
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,30
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,17
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,17
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,2
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,72
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,21
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,8
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,29
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,32
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,25
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,13
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,54
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,30
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,14
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,2
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,74
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,19
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,4
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,3
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,54
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,26
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,9
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,11
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,44
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Rarely,15
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,11
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Always,95
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Often,2
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,A country village,Never,2
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,39
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,32
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,15
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,14
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,13
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,34
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,22
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,31
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,25
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,36
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,24
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,15
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,54
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,27
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,8
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,11
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,46
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,32
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,18
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,5
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,46
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,25
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,17
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,13
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,58
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,14
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,15
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,13
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,40
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,35
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,12
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,13
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,25
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,26
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,34
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,15
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,42
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,24
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,28
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,6
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Always,43
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Often,27
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Rarely,18
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,In the countryside,Never,12
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,2
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,24
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,47
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,27
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,7
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,45
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,41
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,7
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,14
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,34
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,30
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,22
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,33
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,47
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,7
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,13
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,2
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,25
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,34
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,39
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,3
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,22
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,53
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,23
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,4
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,25
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,38
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,31
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,1
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,14
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,23
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,37
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,26
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,19
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,46
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,24
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,10
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,9
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,36
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,36
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,19
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,3
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,13
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,53
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,30
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,12
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,38
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,41
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,9
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,28
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,55
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,12
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,4
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,40
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,27
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,20
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,12
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,4
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,50
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,42
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,4
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,8
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,43
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,34
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,15
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,17
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,36
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,25
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,22
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,20
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,37
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,35
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,8
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,3
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,43
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,35
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,18
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,32
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,41
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,20
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,7
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,18
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,31
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,27
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,24
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,26
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,32
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,24
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,18
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,4
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,24
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,46
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,26
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,23
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,14
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,45
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,18
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,24
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Often,35
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Rarely,26
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Never,15
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,City,Always,13
