CountryCode,question_label,target_group,education,answer,percentage
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Other ,17
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Dont Know ,3
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,My home ,46
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Around my family ,62
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,School ,44
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Workplace ,28
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,"A cafe, restaurant, pub, club",32
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Public transport ,61
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,"In the street, a square, park, car park or other public place",48
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,In a healthcare setting (hospital or other medical service),42
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Public premises or buildings,56
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Other ,16
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,Upper secondary,Dont Know ,4
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,17
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,56
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,31
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,39
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",62
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,58
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",56
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),37
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,62
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,19
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,3
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,14
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,52
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,35
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,36
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",49
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,74
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",84
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),28
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,74
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,12
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,8
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,39
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,48
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,45
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,58
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",57
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,54
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",54
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),48
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,59
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,6
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,11
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,22
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,40
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,35
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,45
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",36
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,54
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",52
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),28
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,48
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,21
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,7
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,8
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,5
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,2
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,11
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",32
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,6
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",32
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),7
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,23
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,24
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,23
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,34
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,63
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,44
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,47
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",36
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,45
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",51
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),33
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,53
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,10
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,11
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,23
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,40
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,28
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,27
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",35
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,37
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",49
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),20
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,29
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,23
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,11
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,25
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,28
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,25
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,46
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",54
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,44
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",74
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),26
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,27
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,15
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,4
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,16
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,49
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,35
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,59
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",53
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,72
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",67
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),42
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,66
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,14
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,6
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,33
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,49
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,57
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,34
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",75
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,72
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",76
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),50
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,67
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,12
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,3
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,34
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,44
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,40
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,41
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",46
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,57
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",59
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),44
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,47
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,6
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,4
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,36
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,38
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,28
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,39
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",33
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,35
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",51
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),15
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,34
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,14
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,13
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,33
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,48
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,28
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,45
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",33
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,41
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",41
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),23
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,39
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,11
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,13
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,9
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,20
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,18
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,26
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",40
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,47
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",58
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),11
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,40
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,28
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,19
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,36
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,55
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,53
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,55
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",61
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,77
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",76
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),55
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,72
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,18
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,7
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,31
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,57
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,38
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,45
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",37
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,47
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",45
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),35
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,40
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,11
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,11
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,31
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,47
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,36
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,34
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",35
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,46
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",62
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),21
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,39
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,10
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,13
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,10
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,24
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,15
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,28
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",27
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,48
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",67
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),10
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,35
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,14
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,12
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,30
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,53
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,44
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,48
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",68
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,70
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",83
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),51
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,65
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,21
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,2
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,18
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,38
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,School ,28
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Workplace ,39
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"A cafe, restaurant, pub, club",47
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public transport ,61
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,"In the street, a square, park, car park or other public place",61
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,In a healthcare setting (hospital or other medical service),22
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Public premises or buildings,44
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Other ,15
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Dont Know ,8
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,My home ,25
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Upper secondary,Around my family ,44
