CountryCode,question_label,target_group,partner,answer,percentage
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,0
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Dont know,1
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Always,1
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,1
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,1
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Dont know,2
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,2
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,2
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Always,3
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,4
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,4
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,4
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,4
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Always,5
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,5
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,5
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Always,6
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Always,6
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Always,6
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Always,7
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Other / non-binary,Often,7
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,7
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,7
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,8
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,9
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,9
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,9
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Often,10
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Dont know,10
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Always,10
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,10
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Always,11
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,11
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,11
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Always,12
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Never,12
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,12
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,13
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,13
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,14
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,14
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,14
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,14
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Other / non-binary,Always,15
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,15
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Other / non-binary,Always,16
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,16
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Always,16
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,16
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,17
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Rarely,18
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Never,18
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Never,18
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,18
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,19
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,19
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,19
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Other / non-binary,Often,20
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,20
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,20
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Always,20
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,20
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Rarely,21
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,21
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,22
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,23
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Other / non-binary,Never,24
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,24
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,24
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,25
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,25
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,25
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,25
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,26
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,26
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,27
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,27
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,27
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,27
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,27
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Often,28
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Never,28
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Rarely,28
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Often,28
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,28
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,28
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,28
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,28
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,29
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,29
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,29
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Other / non-binary,Rarely,30
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,30
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,30
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,31
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,32
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,32
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Rarely,33
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Never,34
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Rarely,35
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Rarely,35
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,35
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,36
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,36
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Often,37
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,37
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Often,39
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Other / non-binary,Rarely,40
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Never,41
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,41
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,42
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Often,43
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,43
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,43
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,44
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,46
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,46
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,48
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,48
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Other / non-binary,Never,48
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,48
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,50
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,52
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,53
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,54
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Never,55
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,56
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Rarely,58
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,Other / non-binary,Often,60
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,65
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Other / non-binary,Rarely,69
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Often,72
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Other / non-binary,Never,81
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Other / non-binary,Dont know,1
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Other / non-binary,Often,15
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Other / non-binary,Always,16
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Other / non-binary,Rarely,34
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Intersex people,Other / non-binary,Never,34
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,2
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,12
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,41
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,44
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,1
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,5
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,28
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,40
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,27
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,10
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,37
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,36
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,18
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,12
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,21
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,24
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,43
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,4
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,11
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,44
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,41
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,3
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,15
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,48
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,34
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,3
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,14
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,41
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,41
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,3
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,24
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,43
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,30
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,7
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,32
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,36
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,23
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,1
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,7
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,24
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,41
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,28
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,3
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,10
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,46
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,41
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,12
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,31
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,35
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,21
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,4
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,35
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,41
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,19
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,5
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,29
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,43
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,23
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,7
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,23
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,43
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,27
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,1
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,5
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,23
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,41
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,31
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,16
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,23
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,36
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,25
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,0
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Often,30
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Rarely,28
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Never,41
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Dont know,0
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Lesbian women,No partner currently,Always,13
