CountryCode,question_label,target_group,age,answer,percentage
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,"In the street, a square, park, car park or other public place",69
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,In a healthcare setting (hospital or other medical service),28
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Public premises or buildings,49
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Other ,16
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Dont Know ,8
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,My home ,29
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Around my family ,54
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,School ,44
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Workplace ,65
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,"A cafe, restaurant, pub, club",80
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Public transport ,87
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,"In the street, a square, park, car park or other public place",83
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,In a healthcare setting (hospital or other medical service),66
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Public premises or buildings,75
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Other ,31
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Dont Know ,4
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,My home ,29
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Around my family ,48
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,School ,29
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Workplace ,53
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,"A cafe, restaurant, pub, club",54
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Public transport ,72
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,"In the street, a square, park, car park or other public place",64
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,In a healthcare setting (hospital or other medical service),41
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Public premises or buildings,62
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Other ,15
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Gay men,25-39,Dont Know ,6
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,6
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,30
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,9
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,45
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",30
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,35
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",45
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),23
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,30
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,26
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,6
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,5
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,24
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,7
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,28
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",39
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,52
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",59
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),18
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,23
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,11
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,12
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,26
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,47
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,22
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,50
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",49
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,61
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",58
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),44
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,49
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,3
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,6
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,NA
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,4
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,41
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,0
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,29
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",17
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,42
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",27
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),23
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,15
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,10
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,12
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,3
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,24
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,10
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,35
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",27
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,51
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",48
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),21
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,29
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,19
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,10
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,0
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,7
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,9
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,18
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",33
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,27
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",41
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),2
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,16
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,15
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,27
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,9
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,40
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,19
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,44
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",33
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,42
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",48
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),26
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,38
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,11
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,14
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,30
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,67
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,31
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,63
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",46
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,73
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",61
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),32
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,65
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,1
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,2
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,8
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,24
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,7
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,35
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",31
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,40
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",42
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),13
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,22
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,16
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,17
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,2
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,25
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,11
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,31
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",40
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,35
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",45
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),16
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,22
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,13
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,18
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,1
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,24
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,13
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,41
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",36
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,70
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",73
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),23
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,46
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,9
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,7
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,19
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,46
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,31
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,63
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",72
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,85
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",87
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),57
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,75
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,3
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,0
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,14
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,25
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,28
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,67
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",46
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,67
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",70
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),47
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,71
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,7
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,2
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,11
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,40
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,10
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,40
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",37
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,49
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",46
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),19
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,25
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,9
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,8
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,10
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,33
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,16
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,52
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",36
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,45
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",46
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),31
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,40
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,18
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,10
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,3
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,30
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,6
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,42
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",27
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,45
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",52
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),19
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,49
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,6
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,14
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,9
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,27
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,17
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,53
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",47
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,65
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",53
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),32
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,34
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,5
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,9
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,My home ,12
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Around my family ,37
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,School ,7
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Workplace ,29
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"A cafe, restaurant, pub, club",27
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public transport ,23
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,"In the street, a square, park, car park or other public place",28
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,In a healthcare setting (hospital or other medical service),11
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Public premises or buildings,24
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Other ,22
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,25-39,Dont Know ,5
