CountryCode,question_label,target_group,LGBTI_openness,answer,percentage
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Often,44
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Rarely,33
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Never,11
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Always,17
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Often,39
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Rarely,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Never,14
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Always,32
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Often,42
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Rarely,19
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Never,8
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Always,38
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Often,39
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Rarely,17
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Rarely open,Never,6
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,53
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,31
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,11
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,5
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,63
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,15
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,13
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,9
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,18
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,36
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,29
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,14
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,3
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,19
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,38
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,26
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,17
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,50
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,34
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,13
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,2
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,26
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,41
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,25
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,7
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,1
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,6
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,36
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,30
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,27
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,45
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,35
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,12
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,7
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,1
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,59
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,21
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,12
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,8
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,26
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,46
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,27
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,30
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,33
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,27
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,9
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,1
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,18
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,37
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,26
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,15
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,4
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,72
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,23
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,5
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,1
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,33
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,28
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,28
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,10
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,1
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,79
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,16
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,2
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,3
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,23
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,40
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,30
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,7
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,60
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,22
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,4
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,13
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,56
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,33
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,10
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,1
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,41
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,33
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Rarely,18
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Never,8
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Dont know,1
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Always,96
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Rarely open,Often,4
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,5
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,32
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,41
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,21
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,19
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,54
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,27
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,22
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,37
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,26
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,16
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,48
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,33
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,11
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,7
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,5
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,30
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,37
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,29
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,21
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,33
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,29
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,17
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,1
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,19
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,35
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,22
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,24
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,33
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,44
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,15
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,8
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,15
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,49
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,25
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,10
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,7
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,18
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,43
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,32
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,31
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,40
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,25
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,3
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,43
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,37
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,14
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,3
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Dont know,3
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Always,42
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Often,32
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Rarely,17
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Never open,Never,8
