CountryCode,question_label,target_group,subset,answer,percentage
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Never,24
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Often,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Always,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Often,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual women,Otherwise not working,Never,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,28
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,23
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,28
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,20
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,48
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,23
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,25
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,5
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,79
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,5
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,5
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,11
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,33
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,25
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,19
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,22
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,31
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,28
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,24
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,17
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,18
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,49
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,16
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,17
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,55
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,28
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,12
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,5
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,29
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,25
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,29
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,16
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,2
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,19
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,29
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,25
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,27
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,58
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,22
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,11
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,10
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,66
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,14
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,4
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,16
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,85
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,8
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,3
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,3
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,34
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,32
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,16
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,17
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,50
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,27
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,16
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,8
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,59
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,25
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,1
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,15
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,79
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,5
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,10
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,5
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,45
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,23
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,19
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,13
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,78
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,16
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,4
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,2
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,34
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,29
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,20
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,17
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,1
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,77
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,12
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,7
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,4
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,28
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,38
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,17
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,16
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,72
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,10
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,1
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,16
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,46
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,25
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,17
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,12
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,49
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,23
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,16
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,11
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,82
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,14
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,5
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Always,91
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Often,6
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Rarely,1
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,In paid work,Never,1
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,28
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Often,47
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Rarely,22
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,2
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Always,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,"In unpaid, voluntary work",Never,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Unemployed,Always,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Unemployed,Often,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Unemployed,Rarely,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Unemployed,Never,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Unemployed,Always,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Unemployed,Often,NA
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Unemployed,Rarely,NA
