CountryCode,question_label,target_group,partner,answer,percentage
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,61
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,18
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,16
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,5
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,NA
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,72
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,18
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,11
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,32
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,33
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,15
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,19
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,85
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,12
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,1
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,1
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,NA
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,50
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,28
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,9
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,13
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,53
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,20
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Rarely,14
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Never,13
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Always,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Female partner,Often,NA
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,39
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,25
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,23
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,13
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,47
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,31
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,21
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,1
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,74
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,10
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,16
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,19
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,24
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,38
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,18
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,23
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,32
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,26
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,18
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,17
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,54
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,16
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,13
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,46
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,28
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,16
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,10
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,26
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,32
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,31
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,10
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,1
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,12
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,44
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,23
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,20
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,46
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,31
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,13
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,10
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,65
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,15
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,18
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,2
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,42
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,40
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,17
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,1
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,39
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,32
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,21
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,8
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,39
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,25
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,23
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,13
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,72
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,21
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,4
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,3
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,40
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,23
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,20
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,17
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,83
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,12
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,5
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,17
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,58
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,18
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,6
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,70
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,17
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,10
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,3
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,43
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,25
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,18
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,14
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,42
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,28
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Rarely,19
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Never,11
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Always,97
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Male partner,Often,3
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Other / non-binary,Always,18
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Other / non-binary,Often,22
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Other / non-binary,Rarely,39
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,Other / non-binary,Never,21
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Always,38
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Often,19
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Rarely,34
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Never,9
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Always,51
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Often,28
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Rarely,15
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Never,6
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Always,81
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Often,8
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Bisexual men,No partner currently,Rarely,6
